Fish_ID_Revised,Fish_ID,GillClip_ID_Revised,GillClip_ID,Collection_Date,RunTimingGroup,Collection_Location,Processing_Date,Col_Location_Lat,Col_Location_Long,Fish_Wt,Sex,Gonad_Wt,DWP.,Fem_Fecun_1_num,Fem_Fecun_1_wt,Fem_Fecun_2_num,Fem_Fecun_2_wt,Fem_Fecun_3_num,Fem_Fecun_3_wt,Fem_Egg_Sz_1,Fem_Egg_Sz_2,Fem_Egg_Sz_3,Carcass.guts_Wt,Oto_Well_ID,Strontium_marked_Y.N,Scales_Y.N,Scales_num,Fish_Ground_Y.N,Gonad_Saved_Y.N,Gonad_Saved_wt,Fat_Meter_1._L,Fat_Meter_1._R,Fat_Meter_2._L,Fat_Meter_2._R,Fat_Meter_3._L,Fat_Meter_3._R,Fat_Meter_4._L,Fat_Meter_4._R,Dissect_Comments,Date_LabDryStart,Fish.BagWt_g,Date_LabDryFinal,DryFish.BagWt_g,Pwater,Pdry,Dry_Comments,Date_BCProcess,Bomb_ID_1,Bomb_PelletWt_g_1,EE_Value_1,EnergyDensity_mJ.kg_1,EnergyPDry_1,Bomb_ID_2,Bomb_PelletWt_g_2,EE_value_2,EnergyDensity_mJ.kg_2,EnergyPDry_2,Bomb_ID_3,Bomb_PelletWt_g_3,EE_value_3,EnergyDensity_mJ.kg_3,EnergyPDry_3,Bomb_ID_4,Collection_RiverMile_m,Elevation_m,Year,Group_Assignment,Fish_Leng_1_mm,Fish_Leng_2_mm,Fish_Ht_mm,Fish_Grth_mm,Fish_Wdth_mm,Fish_Wt_g,bodysize_pc_g_mm,Work,Gonad_Wt_g,EnergyPDry_1_mJ_g,Carcass.guts_Wt_g,TotalEnergy_carcass_mJ,fineness
LL-15-2021,LL-15-2021,LL-15-21,LL-L-15,2021-09-23,NA,Long Lake,9/24/21,61.37920879,-143.30713,1.48,F,0.208,4-F2,10,0.8253,NA,NA,NA,NA,5,NA,NA,1.23,2-H6,N,Y,NA,Y,Y,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,"probably prespawn, eggs loose",10/15/21,146.3,10/20/21,30.8,0.7895,0.2105,NA,10/20/21,2,0.3392,955.8343,21.655,4.558947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,433.6346546,NA,114.0455599,280,52.31177667,1480,-0.659189677,111.3,208,0.004558947,1230,5.607505263,8.289427012
LL-16-2021,LL-16-2021,LL-16-21,LL-L-16,2021-09-23,NA,Long Lake,9/24/21,61.37920879,-143.30713,1.516,F,0.108,4-F3,10,0.7907,NA,NA,NA,NA,4.8,NA,NA,1.366,2-H7,N,Y,NA,Y,Y,NA,0.6,0.4,0.4,0.4,0.5,0.4,0.5,0.4,loose eggs maybe partial spawn,10/15/21,194.1,10/20/21,40.1,0.7934,0.2066,NA,10/20/21,4,0.409,923.3249,19.814,4.093464194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,435.6260008,NA,111.79487,274,53.19229264,1516,-0.772865313,111.3,108,0.004093464,1366,5.591672089,8.189645139
LL-17-2021,LL-17-2021,LL-17-21,LL-L-17,2021-09-23,NA,Long Lake,9/24/21,61.37920879,-143.30713,1.686,F,0.228,4-E8,10,0.7326,NA,NA,NA,NA,5.1,NA,NA,1.414,2-H4,N,Y,NA,Y,Y,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,"maybe prespawn, but most eggs loose",10/15/21,188.2,10/20/21,36.7,0.805,0.195,NA,10/20/21,2,0.4124,955.8343,22.4969,4.387015037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,445.0295801,NA,122.2980894,302,57.35028469,1686,0.087074507,111.3,228,0.004387015,1414,6.203239262,7.759849538
LL-18-2021,LL-18-2021,LL-18-21,LL-L-18,2021-09-23,NA,Long Lake,9/24/21,61.37920879,-143.30713,1.95,F,0.302,4-F1,10,1.036,NA,NA,NA,NA,5.2,NA,NA,1.616,2-H5,N,Y,NA,Y,Y,NA,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.5,"prespawn but loose eggs, eggs wth worms",10/15/21,177.8,10/20/21,37.3,0.7902,0.2098,NA,10/20/21,4,0.3826,923.3249,21.0635,4.41883324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,459.6327856,NA,127.1745841,315,63.80740176,1950,0.666724096,111.3,302,0.004418833,1616,7.140834516,7.20343993
GH-6-2021,GH-6-2021,GH-6-21,GH-6,2021-08-31,NA,Gulkana Hatchery,9/4/21,63.06732669,-145.5138318,2.152,F,0.376,4-A8,10,1.158,NA,NA,NA,NA,5.1,NA,NA,1.744,2-E8,Y,Y,5,Y,Y,0.188,NA,NA,NA,NA,NA,NA,NA,NA,,10/15/21,73.9,10/19/21,19.1,0.7415,0.2585,NA,10/19/21,4,0.3155,923.3249,22.7438,5.878302842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,GulkanaHatchery,492,44,118,298,80,2152,0.739197048,425.8,376,0.005878303,1744,10.25176016,6.15
GH-7-2021,GH-7-2021,GH-7-21,GH-7,2021-08-31,NA,Gulkana Hatchery,9/5/21,63.06732669,-145.5138318,2.052,F,0.392,4-C8,6,0.6606,NA,NA,NA,NA,4.65,NA,NA,1.628,2-F12,Y,Y,5,Y,Y,0.178,0.9,0.8,0.7,0.6,0.7,1,1.2,1.1,,10/15/21,85.8,10/19/21,22.3,0.7401,0.2599,NA,10/19/21,2,0.4254,955.8343,23.8192,6.190771096,4,0.3796,923.3249,22.8309,5.933905245,NA,NA,NA,NA,NA,NA,468383.14,909,2021,GulkanaHatchery,470,57,119,298,67,2052,0.378831288,425.8,392,0.006190771,1628,10.07857534,7.014925373
GH-8-2021,GH-8-2021,GH-8-21,GH-8,2021-08-31,NA,Gulkana Hatchery,9/4/21,63.06732669,-145.5138318,1.984,F,0.312,4-A2,10,0.8205,NA,NA,NA,NA,4.4,NA,NA,1.63,2-E2,Y,Y,5,Y,Y,0.118,0.6,0.7,0.5,0.6,0.6,0.7,0.6,0.6,,10/15/21,83.9,10/19/21,22.8,0.7282,0.2718,NA,10/21/21,4,0.359,923.3249,22.3351,6.069610012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,GulkanaHatchery,479,46,117,288,60,1984,0.337282899,425.8,312,0.00606961,1630,9.89346432,7.983333333
GH-9-2021,GH-9-2021,GH-9-21,GH-9,2021-08-31,NA,Gulkana Hatchery,9/5/21,63.06732669,-145.5138318,1.668,F,0.306,4-C6,10,1.1347,NA,NA,NA,NA,5.1,NA,NA,1.324,2-F10,Y,Y,5,Y,Y,0.142,0.7,0.5,0.6,0.5,0.7,0.6,1,0.5,,10/15/21,96.3,10/19/21,22.3,0.7684,0.2316,NA,10/21/21,2,0.3188,955.8343,23.8833,5.530608411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,GulkanaHatchery,456,54,108,270,62,1668,-0.575663962,425.8,306,0.005530608,1324,7.322525536,7.35483871
GH-10-2021,GH-10-2021,GH-10-21,GH-10,2021-08-31,NA,Gulkana Hatchery,9/4/21,63.06732669,-145.5138318,1.536,F,0.312,4-A6,10,0.8578,NA,NA,NA,NA,4.75,NA,NA,1.188,2-E6,Y,Y,5,Y,Y,0.16,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,10/15/21,65.8,10/19/21,16.4,0.7508,0.2492,NA,10/21/21,4,0.3103,923.3249,21.0763,5.253059574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,GulkanaHatchery,444,42,101,264,67,1536,-1.065532064,425.8,312,0.00525306,1188,6.240634774,6.626865672
FC-3-2021,FC-3-2021,FC-3-21,FC-3,2021-07-14,NA,Fish Creek Gulkana,7/24/21,63.1000428,-145.481274,2.1,F,0.282,2-F1,6,0.3134,NA,NA,NA,NA,5.5,NA,NA,1.74,1-H5,N,Y,5,Y,Y,0.146,1.5,1.4,1.3,1.1,1.4,1.1,1.3,1.5,,10/15/21,138.3,10/20/21,39,0.718,0.282,NA,10/21/21,4,0.2973,923.3249,23.8397,6.722691974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,Gulkana,470,52,125,313,65,2100,0.760934577,468.3,282,0.006722692,1740,11.69748403,7.230769231
FC-6-2021,FC-6-2021,FC-6-21,FC-6,2021-07-14,NA,Fish Creek Gulkana,7/24/21,63.1000428,-145.481274,1.714,F,0.228,3-A1,10,0.6402,NA,NA,NA,NA,5.45,NA,NA,1.43,2-A1,N,Y,5,Y,Y,0.102,1.3,1.1,1.3,0.9,1.1,1,1.2,1,,10/15/21,78,10/19/21,21.3,0.7269,0.2731,NA,10/21/21,2,0.3549,955.8343,24.748,6.758107692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,Gulkana,433,40,105,275,65,1714,-0.990074595,468.3,228,0.006758108,1430,9.664094,6.661538462
FC-8-2021,FC-8-2021,FC-8-21,FC-8,2021-07-14,NA,Fish Creek Gulkana,7/24/21,63.1000428,-145.481274,1.608,F,0.226,2-E3,5,0.2661,NA,NA,NA,NA,5.25,NA,NA,1.332,1-G11,N,Y,5,Y,Y,0.098,0.7,0.7,0.8,1.3,0.7,0.7,0.7,0.8,,10/15/21,97.1,10/19/21,27.9,0.7127,0.2873,NA,10/21/21,2,0.3574,955.8343,23.6535,6.79642276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,Gulkana,443,50,106,266,62,1608,-0.917551995,468.3,226,0.006796423,1332,9.052835116,7.14516129
FC-9-2021,FC-9-2021,FC-9-21,FC-9,2021-07-14,NA,Fish Creek Gulkana,7/24/21,63.1000428,-145.481274,1.766,F,0.228,2-E4,5,0.3688,NA,NA,NA,NA,4.95,NA,NA,1.488,1-G12,N,Y,5,Y,Y,0.102,1,0.8,0.9,1.2,0.9,1.2,1.5,1.4,,10/15/21,109.9,10/19/21,29.9,0.7279,0.2721,NA,10/21/21,4,0.269,923.3249,23.5201,6.399008098,2,0.3466,955.8343,25.4668,6.928638035,NA,NA,NA,NA,NA,NA,473968.02,988,2021,Gulkana,453,50,105,272,67,1766,-0.681314812,468.3,228,0.006399008,1488,9.52172405,6.76119403
FC-10-2021,FC-10-2021,FC-10-21,FC-10,2021-07-14,NA,Fish Creek Gulkana,7/24/21,63.1000428,-145.481274,1.812,F,0.236,3-A6,10,0.6547,NA,NA,NA,NA,5.5,NA,NA,1.508,2-A6,N,Y,5,Y,Y,0.108,0.6,1.1,0.8,0.6,0.9,1.1,1,1.2,,10/15/21,95.7,10/19/21,27.3,0.7147,0.2853,NA,10/21/21,4,0.4741,923.3249,23.4075,6.677374608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,Gulkana,450,44,114,283,64,1812,-0.328395548,468.3,236,0.006677375,1508,10.06948091,7.03125
MN-2-2021,MN-2-2021,MN-2-21,MN-2,2021-07-08,NA,Mentasta,7/23/21,62.94958,-143.35984,2.214,F,0.476,2-B2,10,1.0445,NA,NA,NA,NA,5.3,NA,NA,1.68,1-E10,N,Y,5,Y,Y,0.286,0.8,0.5,0.5,1,0.7,1.2,1.2,1.3,,10/19/21,103.7,10/23/21,25.1,0.758,0.242,NA,10/27/21,4,0.3382,923.3249,22.986,5.56363163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,456,43,115,309,86,2214,0.183036732,320.1,476,0.005563632,1680,9.346901138,5.302325581
MN-4-2021,MN-4-2021,MN-4-21,MN-4,2021-07-08,NA,Mentasta,7/24/21,62.94958,-143.35984,1.7,F,0.288,2-D6,5,0.274,NA,NA,NA,NA,5.8,NA,NA,1.376,1-G6,N,Y,5,Y,Y,0.092,1.1,0.6,1.1,0.6,0.7,0.8,0.9,1.3,,10/19/21,100,10/23/21,23.1,0.769,0.231,NA,10/27/21,4,0.3411,923.3249,22.1992,5.1280152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,451,48,116,280,63,1700,-0.299839617,320.1,288,0.005128015,1376,7.056148915,7.158730159
MN-7-2021,MN-7-2021,MN-7-21,MN-7,2021-07-08,NA,Mentasta,7/24/21,62.94958,-143.35984,1.754,F,0.32,2-D8,5,0.135,NA,NA,NA,NA,5.5,NA,NA,1.396,1-G8,N,Y,5,Y,Y,0.142,1.1,0.9,0.9,0.7,0.8,0.7,1.5,1.1,,10/20/21,103.4,10/23/21,25.6,0.7524,0.2476,NA,10/27/21,2,0.3955,923.3914,24.2603,6.006418569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,442,53,118,288,68,1754,-0.287399462,320.1,320,0.006006419,1396,8.384960322,6.5
MN-8-2021,MN-8-2021,MN-8-21,MN-8,2021-07-08,NA,Mentasta,7/24/21,62.94958,-143.35984,2.06,F,0.374,2-D7,5,0.1021,NA,NA,NA,NA,5.1,NA,NA,1.648,1-G7,N,Y,5,Y,Y,0.172,0.7,0.7,0.7,1,0.8,0.7,0.9,0.5,,10/20/21,117.3,10/23/21,28.3,0.7587,0.2413,NA,10/27/21,4,0.3992,923.3249,23.0109,5.551649361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,460,58,120,288,76,2060,0.084377635,320.1,374,0.005551649,1648,9.149118147,6.052631579
MN-9-2021,MN-9-2021,MN-9-21,MN-9,2021-07-08,NA,Mentasta,7/24/21,62.94958,-143.35984,1.886,F,0.318,2-F2,7,0.6286,NA,NA,NA,NA,5.5,NA,NA,1.52,1-H6,N,Y,5,Y,Y,0.13,0.6,0.5,0.6,0.6,0.6,0.6,1,0.6,,10/29/21,129.4,11/3/21,31.5,0.7566,0.2434,NA,11/3/21,4,0.4725,923.3249,22.8553,5.563693586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,448,55,127,293,64,1886,0.136785058,320.1,318,0.005563694,1520,8.456814251,7
MN-10-2021,MN-10-2021,MN-10-21,MN-10,2021-07-08,NA,Mentasta,7/24/21,62.94958,-143.35984,1.81,F,0.3,2-E1,5,0.6616,NA,NA,NA,NA,4.8,NA,NA,1.458,1-G9,N,Y,5,Y,Y,0.096,0.7,0.7,0.5,0.8,0.8,0.7,0.7,0.8,,10/29/21,139.6,11/3/21,30.5,0.7815,0.2185,NA,11/3/21,2,0.4628,923.3914,22.3935,4.892562679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,450,46,113,283,64,1810,-0.355694136,320.1,300,0.004892563,1458,7.133356386,7.03125
MN-14-2021,MN-14-2021,MN-14-21,MN-14,2021-07-29,NA,Mentasta,9/5/21,62.94958,-143.35984,1.544,F,0,4-D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.474,2-G1,N,Y,5,Y,N,NA,0.8,0.5,0.8,0.4,0.7,0.5,0.9,0.5,spawned out,10/29/21,95.4,11/3/21,19,0.8008,0.1992,NA,11/3/21,2,0.3823,923.3249,20.0847,4.000097484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,458,54,118,272,50,1544,-0.238327632,320.1,0,0.004000097,1474,5.896143691,9.16
TN-1-2021,TN-1-2021,N/A,N/A,2021-08-04,NA,Tanada,9/5/21,62.45133,-143.382153,1.6,F,0.146,4-C5,6,0.3826,NA,NA,NA,NA,3.75,NA,NA,1.394,2-F9,N,Y,5,Y,Y,0.076,0.9,0.7,0.8,0.7,0.6,0.7,0.7,0.9,Mort- no gill clip,10/29/21,119.1,11/3/21,31.7,0.7338,0.2662,NA,11/4/21,2,0.3162,923.3914,23.8957,6.360148531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,TanadaCopperLakes,456,45,115,264,59,1600,-0.471898549,419,146,0.006360149,1394,8.866047052,7.728813559
TN-3-2021,TN-3-2021,TN-3-21,TN-3,2021-08-04,NA,Tanada,9/5/21,62.45133,-143.382153,1.944,F,0.168,4-D5,7,0.488,NA,NA,NA,NA,4.7,NA,NA,1.721,2-G5,N,Y,5,Y,Y,0.074,1.7,1.5,1.2,0.9,0.9,0.8,1,0.9,,10/29/21,107.3,11/3/21,28.6,0.7335,0.2665,NA,11/4/21,2,0.2719,923.3914,23.577,6.28427027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,TanadaCopperLakes,475,47,120,290,62,1944,0.377802471,419,168,0.00628427,1721,10.81522913,7.661290323
TN-5-2021,TN-5-2021,TN-5-21,TN-5,2021-08-04,NA,Tanada,9/4/21,62.45133,-143.382153,1.77,F,0.156,4-B3,10,0.498,NA,NA,NA,NA,3.25,NA,NA,1.556,2-E11,N,Y,5,Y,Y,0.072,1.2,1,0.8,0.9,0.7,1.2,0.7,1,,10/29/21,78.9,11/3/21,21.8,0.7237,0.2763,NA,11/4/21,2,0.2455,923.3914,24.1094,6.66140583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,TanadaCopperLakes,455,40,105,268,68,1770,-0.704289068,419,156,0.006661406,1556,10.36514747,6.691176471
TN-8-2021,TN-8-2021,TN-8-21,TN-8,2021-08-04,NA,Tanada,9/5/21,62.45133,-143.382153,1.462,F,0.14,4-C2,5,0.2528,NA,NA,NA,NA,3.5,NA,NA,1.27,2-F6,N,Y,5,Y,Y,0.064,1,1.1,1.1,0.8,0.8,0.7,0.9,1,,10/29/21,117,11/3/21,30.2,0.7419,0.2581,NA,11/4/21,2,0.2636,923.3914,23.5525,6.079363248,2,0.2942,923.3914,22.5869,5.830122906,NA,NA,NA,NA,NA,NA,472343.24,887,2021,TanadaCopperLakes,444,42,108,260,63,1462,-0.932658417,419,140,0.006079363,1270,7.720791325,7.047619048
TN-9-2021,TN-9-2021,TN-9-21,TN-9,2021-08-04,NA,Tanada,9/5/21,62.45133,-143.382153,1.78,F,0.218,4-D7,6,0.7129,NA,NA,NA,NA,4.05,NA,NA,1.504,2-G7,N,Y,5,Y,Y,0.092,1.1,1,1.1,1.2,0.8,0.9,0.8,0.7,,10/29/21,77.3,11/3/21,21.2,0.7257,0.2743,NA,11/4/21,2,0.3285,922.7887,21.8297,5.986929366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,TanadaCopperLakes,466,46,117,280,62,1780,-0.008224428,419,218,0.005986929,1504,9.004341766,7.516129032
TN-11-2021,TN-11-2021,TN-11-21,TN-11,2021-08-04,NA,Tanada,9/5/21,62.45133,-143.382153,1.412,F,0.152,4-E1,8,0.6249,NA,NA,NA,NA,3.75,NA,NA,1.21,2-G9,N,Y,5,Y,Y,0.066,0.9,0.9,0.8,0.8,0.7,0.7,1.1,0.8,,10/29/21,102.8,11/3/21,27.2,0.7354,0.2646,NA,11/4/21,2,0.3422,922.7887,24.3945,6.454575875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,TanadaCopperLakes,425,38,113,266,56,1412,-1.043641799,419,152,0.006454576,1210,7.810036809,7.589285714
GH-1-2019,GK1-2019,GH-1-19,GK1,2019-07-27,NA,Fish Creek Gulkana,8/8/19,63.1000428,-145.481274,1.984,M,0.048,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,1-H9,N,Y,5,Y,Y,0.022,0.7,1,0.9,0.7,0.7,1,0.7,0.9,,11/3/19,105.7,11/10/19,26.3,0.7512,0.2488,,11/26/19,2,0.2375,923.1981,21.393,5.322950804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,Gulkana,437,67,118,288,65,1984,-0.375504996,468.3,48,0.005322951,1890,10.06037702,6.723076923
GH-2-2019,GK2-2019,GH-2-19,GK2,2019-07-27,NA,Fish Creek Gulkana,8/8/19,63.1000428,-145.481274,1.414,M,0.038,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,1-H6,N,Y,5,Y,Y,0.019,0.7,1,0.7,0.7,0.8,1,0.7,0.7,,11/3/19,120.9,11/10/19,33.4,0.7237,0.2763,,11/26/19,4,0.2183,923.3249,22.7845,6.294477254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,Gulkana,396,57,107,269,58,1414,-1.674783071,468.3,38,0.006294477,1310,8.245765203,6.827586207
GH-3-2019,GK3-2019,GH-3-19,GK3,2019-07-27,NA,Fish Creek Gulkana,8/7/19,63.1000428,-145.481274,2.19,M,0.046,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.064,1-G3,N,Y,5,Y,Y,0.022,0.7,0.7,0.8,0.6,1,0.5,0.5,0.6,,11/3/19,106,11/10/19,24.6,0.7679,0.2321,,11/26/19,2,0.2278,923.1981,20.7418,4.813663019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,Gulkana,472,71,125,304,69,2190,0.665189735,468.3,46,0.004813663,2064,9.935400471,6.84057971
GH-4-2019,GK4-2019,GH-4-19,GK4,2019-07-27,NA,Fish Creek Gulkana,8/8/19,63.1000428,-145.481274,2.11,M,0.026,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,1-H10,N,Y,5,Y,Y,0.008,0.7,0.7,0.6,0.7,0.6,0.8,0.8,0.8,,11/3/19,201.8,11/10/19,48,0.7621,0.2379,,11/26/19,4,0.2998,923.3249,22.0355,5.241347869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,Gulkana,447,65,134,309,71,2110,0.543119947,468.3,26,0.005241348,1990,10.43028226,6.295774648
GH-5-2019,GK5-2019,GH-5-19,GK5,2019-07-27,NA,Fish Creek Gulkana,8/8/19,63.1000428,-145.481274,1.63,M,0.042,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.534,1-H11,N,Y,5,Y,Y,0.02,0.8,0.9,1,0.7,1,0.6,0.9,0.6,,11/3/19,150.8,11/10/19,38.1,0.7473,0.2527,,11/26/19,2,0.3226,923.1981,21.9064,5.534707162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2019,Gulkana,426,58,108,270,62,1630,-1.104297164,468.3,42,0.005534707,1534,8.490240787,6.870967742
GH-11-2019,GK11-2019,GH-11-19,GK11,2019-08-17,NA,Gulkana Hatchery,9/1/19,63.06732669,-145.5138318,2.204,M,0.068,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,2-C6,N,Y,5,Y,Y,0.034,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,only found 1 otolith,11/10/19,205.7,11/25/19,41.8,0.7968,0.2032,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,2,0.3075,923.1981,21.7378,4.417306952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,GulkanaHatchery,457,77,141,331,58,2204,1.230611713,425.8,68,0.004417307,2030,8.967133113,7.879310345
GH-12-2019,GK12-2019,GH-12-19,GK12,2019-08-17,NA,Gulkana Hatchery,9/3/19,63.06732669,-145.5138318,1.794,M,0.03,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.574,2-C9,N,Y,5,Y,Y,0.018,0.5,0.4,0.4,0.4,0.5,0.6,0.5,0.4,partial spawner,11/10/19,212.5,11/25/19,37,0.8259,0.1741,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,4,0.3263,923.3249,17.7668,3.093513412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,GulkanaHatchery,476,61,127,282,57,1794,0.470080756,425.8,30,0.003093513,1574,4.86919011,8.350877193
GH-13-2019,GK13-2019,GH-13-19,GK13,2019-08-17,NA,Gulkana Hatchery,9/1/19,63.06732669,-145.5138318,1.598,M,0.032,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,2-C3,N,Y,5,Y,Y,0.012,0.4,0.4,0.5,0.4,0.4,0.5,0.5,0.4,"possibly a partial spawner, gonads seemed small",11/10/19,168.4,11/25/19,32.6,0.8064,0.1936,TOOK SAMPLES OFF TO THAW FREEZE DRIER THEN PUT BACK ON,12/1/19,2,0.4566,923.1981,16.9268,3.276803325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2019,GulkanaHatchery,453,67,127,289,52,1598,0.166674123,425.8,32,0.003276803,1580,5.177349254,8.711538462
