Fish_ID_Revised,Fish_ID,GillClip_ID_Revised,GillClip_ID,Collection_Date,RunTimingGroup,Collection_Location,Processing_Date,Col_Location_Lat,Col_Location_Long,Fish_Wt,Sex,Gonad_Wt,DWP.,Fem_Fecun_1_num,Fem_Fecun_1_wt,Fem_Fecun_2_num,Fem_Fecun_2_wt,Fem_Fecun_3_num,Fem_Fecun_3_wt,Fem_Egg_Sz_1,Fem_Egg_Sz_2,Fem_Egg_Sz_3,Carcass.guts_Wt,Oto_Well_ID,Strontium_marked_Y.N,Scales_Y.N,Scales_num,Fish_Ground_Y.N,Gonad_Saved_Y.N,Gonad_Saved_wt,Fat_Meter_1._L,Fat_Meter_1._R,Fat_Meter_2._L,Fat_Meter_2._R,Fat_Meter_3._L,Fat_Meter_3._R,Fat_Meter_4._L,Fat_Meter_4._R,Dissect_Comments,Date_LabDryStart,Fish.BagWt_g,Date_LabDryFinal,DryFish.BagWt_g,Pwater,Pdry,Dry_Comments,Date_BCProcess,Bomb_ID_1,Bomb_PelletWt_g_1,EE_Value_1,EnergyDensity_mJ.kg_1,EnergyPDry_1,Bomb_ID_2,Bomb_PelletWt_g_2,EE_value_2,EnergyDensity_mJ.kg_2,EnergyPDry_2,Bomb_ID_3,Bomb_PelletWt_g_3,EE_value_3,EnergyDensity_mJ.kg_3,EnergyPDry_3,Bomb_ID_4,Collection_RiverMile_m,Elevation_m,Year,Group_Assignment,Fish_Leng_1_mm,Fish_Leng_2_mm,Fish_Ht_mm,Fish_Grth_mm,Fish_Wdth_mm,Fish_Wt_g,bodysize_pc_g_mm,Work,Gonad_Wt_g,EnergyPDry_1_mJ_g,Carcass.guts_Wt_g,TotalEnergy_carcass_mJ,fineness
SA-16-2021,SA-16-2021,SA-16-21,SA-16,2021-08-10,NA,St Anne,9/4/21,61.73953006,-145.9685194,2.04,M,0.012,3-F3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,2-D7,N,Y,5,Y,Y,0.06,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,10/11/21,71.3,10/14/21,15.2,0.7868,0.2132,NA,10/14/21,2,0.394,955.8343,19.9601,4.255168583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,KlutinaLake,470,75,144,316,57,2040,1.323270105,169.6,12,0.004255169,1970,8.382682109,8.245614035
SA-17-2021,SA-17-2021,SA-17-21,SA-17,2021-08-10,NA,St Anne,9/4/21,61.73953006,-145.9685194,2.18,M,0.02,3-E8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,2-D4,N,Y,5,Y,Y,0.01,0.7,0.4,0.7,0.3,0.4,0.4,0.4,0.4,,10/15/21,88.6,10/19/21,17.2,0.8059,0.1941,NA,10/19/21,2,0.4459,955.8343,19.44,3.773905192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,KlutinaLake,469,74,61,354,52,2180,-0.40707736,169.6,20,0.003773905,2070,7.811983747,9.019230769
SA-18-2021,SA-18-2021,SA-18-21,SA-18,2021-08-10,NA,St Anne,9/3/21,61.73953006,-145.9685194,2.25,M,0.042,3-D8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.108,2-C8,N,Y,5,Y,Y,0.02,0.6,0.5,0.3,0.3,0.3,0.4,0.6,0.5,,10/11/21,97.8,10/15/21,17.5,0.8211,0.1789,NA,10/15/21,2,0.379,955.8343,18.9866,3.397397751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,KlutinaLake,490,82,142,319,63,2250,1.664757415,169.6,42,0.003397398,2108,7.161714459,7.777777778
SA-19-2021,SA-19-2021,SA-19-21,SA-19,2021-08-10,NA,St Anne,9/3/21,61.73953006,-145.9685194,2.734,M,0.046,3-D7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.584,2-C7,N,Y,5,Y,Y,0.028,0.7,0.4,0.7,0.6,0.9,0.7,0.8,0.8,,10/11/21,112.4,10/15/21,21.2,0.8114,0.1886,NA,10/15/21,4,0.3765,923.3249,20.5598,3.877827046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,KlutinaLake,495,80,165,368,59,2734,3.093882227,169.6,46,0.003877827,2584,10.02030509,8.389830508
SA-20-2021,SA-20-2021,SA-20-21,SA-20,2021-08-10,NA,St Anne,9/3/21,61.73953006,-145.9685194,2.022,M,0.046,3-D6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.908,2-C6,N,Y,5,Y,Y,0.024,0.7,0.5,0.5,0.9,0.6,0.8,0.5,0.7,,10/11/21,103.2,10/15/21,17.1,0.8343,0.1657,NA,10/15/21,2,0.3518,955.8343,21.2191,3.515955523,4,0.2837,923.3249,20.0082,3.315312209,NA,NA,NA,NA,NA,NA,319323.05,531,2021,KlutinaLake,458,76,135,307,59,2022,0.735142474,169.6,46,0.003515956,1908,6.708443138,7.762711864
LL-1-2021,LL-1-2021,LL-1-21,LL-L-1,2021-08-22,NA,Long Lake,9/3/21,61.37920879,-143.30713,1.82,M,0.054,3-E3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.694,2-C11,N,Y,5,Y,Y,0.028,0.8,0.8,1,1,0.6,0.7,0.6,1.3,,10/11/21,73,10/15/21,20.9,0.7137,0.2863,NA,10/15/21,2,0.357,955.8343,24.2812,6.951740822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,451,50,106,260,61,1820,-0.863907846,111.3,54,0.006951741,1694,11.77624895,7.393442623
LL-3-2021,LL-3-2021,LL-3-21,LL-L-3,2021-08-22,NA,Long Lake,9/3/21,61.37920879,-143.30713,1.868,M,0.046,3-F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.748,2-C9,N,Y,5,Y,Y,0.026,0.7,0.8,1.3,0.7,1.3,0.8,1,1.2,,10/11/21,111.1,10/15/21,31.3,0.7183,0.2817,NA,10/15/21,2,0.3299,955.8343,24.6665,6.949247975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,454,54,106,274,62,1868,-0.607286883,111.3,46,0.006949248,1748,12.14728546,7.322580645
LL-4-2021,LL-4-2021,LL-4-21,LL-L-4,2021-08-22,NA,Long Lake,9/3/21,61.37920879,-143.30713,1.878,M,0.062,3-E2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.758,2-C10,N,Y,5,Y,Y,0.032,0.8,0.7,0.7,0.6,0.7,1.1,1.1,1.2,,10/11/21,107.5,10/15/21,28.9,0.7312,0.2688,NA,10/15/21,4,0.4045,923.3249,23.9016,6.425639442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,448,58,113,285,64,1878,-0.361828115,111.3,62,0.006425639,1758,11.29627414,7
LL-8-2021,LL-8-2021,LL-8-21,LL-L-8,2021-08-26,NA,Long Lake,9/3/21,61.37920879,-143.30713,1.756,M,0.05,3-D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.654,2-C1,N,Y,5,Y,Y,0.026,0.7,1.1,0.6,1,0.6,1,0.6,1.1,,10/15/21,116.8,10/20/21,29.3,0.7491,0.2509,NA,10/20/21,4,0.467,923.3249,21.9218,5.499218664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,453,59,112,274,64,1756,-0.46111646,111.3,50,0.005499219,1654,9.09570767,7.078125
LL-10-2021,LL-10-2021,LL-10-21,LL-L-10,2021-08-26,NA,Long Lake,9/4/21,61.37920879,-143.30713,1.682,M,0.048,3-F5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.592,2-D9,N,Y,5,Y,Y,0.022,0.6,0.7,0.7,0.6,0.6,0.7,0.7,1.2,,10/15/21,69.1,10/19/21,19.3,0.7207,0.2793,NA,10/19/21,4,0.2696,923.3249,23.0268,6.431508538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,441,50,111,274,64,1682,-0.699868329,111.3,48,0.006431509,1592,10.23896159,6.890625
LL-11-2021,LL-11-2021,LL-11-21,LL-L-11,2021-09-23,NA,Long Lake,9/24/21,61.37920879,-143.30713,1.954,M,0.03,4-E4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.826,2-G12,N,Y,NA,Y,Y,NA,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.6,Maybe partial spawn,10/15/21,147.4,10/20/21,30.2,0.7951,0.2049,NA,10/20/21,2,0.4417,955.8343,19.8775,4.07259498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,449.8333931,NA,147.9714856,344,56.68080502,1954,1.483843409,111.3,30,0.004072595,1826,7.436558433,7.936256249
LL-12-2021,LL-12-2021,LL-12-21,LL-L-12,2021-09-23,NA,Long Lake,9/24/21,61.37920879,-143.30713,2.22,M,0.024,4-E6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.078,2-H2,N,Y,NA,Y,Y,NA,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.4,Partial Spawned,10/15/21,176.3,10/20/21,31.4,0.8219,0.1781,NA,10/20/21,4,0.3855,923.3249,19.3267,3.442191605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,464.613852,NA,155.326654,360,58.6274669,2220,2.177943043,111.3,24,0.003442192,2078,7.152874155,7.924849505
LL-13-2021,LL-13-2021,LL-13-21,LL-L-13,2021-09-23,NA,Long Lake,9/24/21,61.37920879,-143.30713,1.942,M,0.026,4-E5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.856,2-H1 (1 missing),N,Y,NA,Y,Y,NA,0.5,0.5,0.7,0.4,0.5,0.4,0.6,0.4,probably partial spawn,10/15/21,129.5,10/20/21,24.8,0.8085,0.1915,NA,10/20/21,2,0.3071,955.8343,20.8236,3.98784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,449.1666054,NA,151.6490698,352,56.59298569,1942,1.688919668,111.3,26,0.00398784,1856,7.40143104,7.936789338
LL-19-2021,LL-19-2021,LL-19-21,LL-L-19,2021-09-23,NA,Long Lake,9/24/21,61.37920879,-143.30713,2.012,M,0.044,4-E2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.856,2-G10,N,Y,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,"picking up where cormac/phil left off in oto tray, no fat measurements, maybe partial spawn",10/15/21,122.2,10/20/21,24.4,0.8003,0.1997,NA,10/21/21,2,0.4053,955.8343,22.1093,4.414622913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,453.0561999,NA,143.8342034,335,57.10526513,2012,1.296703813,111.3,44,0.004414623,1856,8.193540127,7.933702765
LL-20-2021,LL-20-2021,LL-20-21,LL-L-20,2021-09-23,NA,Long Lake,9/24/21,61.37920879,-143.30713,2.086,M,0.032,4-E3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,2-G11,N,Y,NA,Y,Y,NA,0.7,0.4,0.4,0.5,0.5,0.4,0.4,0.5,maybe partal spawn,10/15/21,122.2,10/20/21,24.6,0.7987,0.2013,NA,10/21/21,4,0.4025,923.3249,19.9437,4.014852864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,Chitina,457.1680569,NA,145.2132975,338,57.64681768,2086,1.450468957,111.3,32,0.004014853,1980,7.949408671,7.930499467
GH-1-2021,GH-1-2021,GH-1-21,GH-1,2021-08-31,NA,Gulkana Hatchery,9/3/21,63.06732669,-145.5138318,1.956,M,0.058,3-D3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.836,2-C3,Y,Y,5,Y,Y,0.028,0.6,0.4,0.7,0.5,0.5,0.7,0.9,0.8,,10/15/21,101.9,10/20/21,21.7,0.787,0.213,NA,10/21/21,2,0.2763,955.8343,22.337,4.756750736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,GulkanaHatchery,471,82,126,294,66,1956,0.529326042,425.8,58,0.004756751,1836,8.733394351,7.136363636
GH-2-2021,GH-2-2021,GH-2-21,GH-2-2021,2021-08-31,NA,Gulkana Hatchery,9/3/21,63.06732669,-145.5138318,1.856,M,0.056,3-D4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756,2-C4,Y,Y,5,Y,Y,0.028,1.1,0.5,1.6,0.5,1.1,0.6,1,0.6,,10/15/21,119.9,10/20/21,27,0.7748,0.2252,NA,10/21/21,4,0.3732,923.3249,21.8379,4.917625521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,GulkanaHatchery,457,83,116,278,59,1856,-0.223221211,425.8,56,0.004917626,1756,8.635350415,7.745762712
GH-3-2021,GH-3-2021,GH-3-21,GH-3,2021-08-31,NA,Gulkana Hatchery,9/3/21,63.06732669,-145.5138318,2.032,M,0.052,3-C8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,2-B12,N,Y,3,Y,Y,0.024,1.1,0.7,0.7,0.6,0.6,0.6,0.7,0.9,,10/15/21,130.1,10/20/21,27.6,0.7879,0.2121,NA,10/21/21,2,0.3793,955.8343,23.4707,4.979180015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,GulkanaHatchery,469,89,123,292,60,2032,0.38307983,425.8,52,0.00497918,1920,9.560025629,7.816666667
GH-4-2021,GH-4-2021,GH-4-21,GH-4,2021-08-31,NA,Gulkana Hatchery,9/4/21,63.06732669,-145.5138318,1.784,M,0.06,3-F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.676,2-D5,N,Y,5,Y,Y,0.03,0.6,0.5,0.6,0.6,0.6,1.1,0.5,1,,10/15/21,78.6,10/19/21,18.9,0.7595,0.2405,NA,10/19/21,2,0.4678,955.8343,21.1055,5.074986641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,GulkanaHatchery,447,64,120,274,59,1784,-0.348454395,425.8,60,0.005074987,1676,8.50567761,7.576271186
GH-5-2021,GH-5-2021,GH-5-21,GH-5,2021-08-31,NA,Gulkana Hatchery,9/3/21,63.06732669,-145.5138318,1.794,M,0.052,3-C5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.684,2-B9,Y,Y,5,Y,Y,0.026,0.7,1,0.6,0.6,1,0.7,0.8,0.8,,10/15/21,133.4,10/20/21,29.1,0.7819,0.2181,NA,10/21/21,4,0.3277,923.3249,22.1549,4.83289048,2,0.3296,955.8343,23.0543,5.029086432,NA,NA,NA,NA,NA,NA,468383.14,909,2021,GulkanaHatchery,447,71,122,285,57,1794,-0.133761928,425.8,52,0.00483289,1684,8.138587568,7.842105263
FC-1-2021,FC-1-2021,FC-1-21,FC-1,2021-07-14,NA,Fish Creek Gulkana,7/23/21,63.1000428,-145.481274,2.088,M,0.05,2-B4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.966,1-E12,N,Y,5,Y,Y,0.028,0.6,0.7,0.6,0.5,1,1,1,1,,10/15/21,112,10/19/21,29,0.7411,0.2589,NA,10/21/21,4,0.3537,923.3249,22.578,5.846089286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,Gulkana,438,66,137,308,66,2088,0.451871633,468.3,50,0.005846089,1966,11.49341154,6.636363636
FC-2-2021,FC-2-2021,FC-2-21,FC-2,2021-07-14,NA,Fish Creek Gulkana,7/23/21,63.1000428,-145.481274,2.046,M,0.056,2-B3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916,1-E11,N,Y,5,Y,Y,0.028,0.7,0.7,0.7,1.1,0.7,0.9,1,0.9,,10/15/21,126.9,10/20/21,33.4,0.7368,0.2632,NA,10/21/21,2,0.3183,955.8343,21.4536,5.646573995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,Gulkana,461,55,121,292,66,2046,0.1875138,468.3,56,0.005646574,1916,10.81883577,6.984848485
FC-4-2021,FC-4-2021,FC-4-21,FC-4,2021-07-14,NA,Fish Creek Gulkana,7/23/21,63.1000428,-145.481274,2.374,M,0.036,2-B6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,1-F2,N,Y,5,Y,Y,0.018,0.6,0.5,0.4,0.9,0.5,0.6,0.5,1.1,,10/15/21,97.3,10/19/21,22.6,0.7677,0.2323,NA,10/21/21,2,0.3449,955.8343,22.2554,5.169291264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,Gulkana,490,71,134,306,67,2374,1.257165184,468.3,36,0.005169291,2240,11.57921243,7.313432836
FC-5-2021,FC-5-2021,FC-5-21,FC-5,2021-07-14,NA,Fish Creek Gulkana,7/23/21,63.1000428,-145.481274,2.078,M,0.032,2-A5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.982,1-E5,N,Y,5,Y,Y,0.016,0.7,0.5,0.7,0.7,0.5,0.7,0.7,0.7,,10/15/21,121.2,10/19/21,29.2,0.7591,0.2409,NA,10/21/21,4,0.3864,923.3249,22.4262,5.403011881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,Gulkana,472,71,123,299,63,2078,0.537821971,468.3,32,0.005403012,1982,10.70876955,7.492063492
FC-7-2021,FC-7-2021,FC-7-21,FC-7,2021-07-14,NA,Fish Creek Gulkana,7/23/21,63.1000428,-145.481274,2.16,M,0.082,2-B5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.018,1-F1,N,Y,5,Y,Y,0.042,1,0.9,0.9,1.1,1,0.7,0.7,0.8,,10/15/21,117.7,10/19/21,30.7,0.7392,0.2608,NA,10/21/21,4,0.4149,923.3249,22.3613,5.832556585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,Gulkana,470,54,120,294,69,2160,0.347913407,468.3,82,0.005832557,2018,11.77009919,6.811594203
MN-1-2021,MN-1-2021,MN-1-21,MN-1,2021-07-08,NA,Mentasta,7/23/21,62.94958,-143.35984,2.692,M,0.07,2-B1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.486,1-E9,N,Y,5,Y,Y,0.036,0.9,0.4,0.4,0.4,0.4,0.4,0.4,0.6,,10/19/21,87.9,10/23/21,19.3,0.7804,0.2196,NA,10/27/21,2,0.477,923.3914,20.6881,4.542438339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,494,63,145,339,68,2692,2.108219954,320.1,70,0.004542438,2486,11.29250171,7.264705882
MN-3-2021,MN-3-2021,MN-3-21,MN-3,2021-07-08,NA,Mentasta,7/23/21,62.94958,-143.35984,2.308,M,0.058,2-A7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.118,1-E7,N,Y,5,Y,Y,0.03,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4,,10/19/21,101.5,10/23/21,20.3,0.8,0.2,NA,10/27/21,2,0.3683,923.3914,20.2505,4.0501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,447,58,155,345,65,2308,1.640338523,320.1,58,0.0040501,2118,8.5781118,6.876923077
MN-5-2021,MN-5-2021,MN-5-21,MN-5,2021-07-08,NA,Mentasta,7/23/21,62.94958,-143.35984,2.38,M,0.062,2-A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.176,1-E6,N,Y,5,Y,Y,0.032,0.5,0.5,0.5,0.4,0.6,0.5,0.8,0.6,,10/19/21,110.9,10/23/21,24.9,0.7755,0.2245,NA,10/27/21,2,0.3185,923.3914,21.7414,4.881522633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,468,89,159,351,65,2380,2.206900821,320.1,62,0.004881523,2176,10.62219325,7.2
MN-6-2021,MN-6-2021,MN-6-21,MN-6,2021-07-08,NA,Mentasta,7/23/21,62.94958,-143.35984,2.286,M,0.074,2-A8 (Empty),NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,1-E8,N,Y,5,Y,Y,0.034,0.4,0.4,0.5,0.4,0.5,0.6,0.6,0.5,,10/20/21,103.9,10/23/21,22.1,0.7873,0.2127,NA,10/27/21,4,0.2992,923.3249,21.9957,4.678584889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,445,67,147,330,67,2286,1.168395844,320.1,74,0.004678585,2110,9.871814116,6.641791045
MN-11-2021,MN-11-2021,MN-11-21,MN-11,2021-07-29,NA,Mentasta,9/4/21,62.94958,-143.35984,2.014,M,0.058,3-F8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.874,2-D12,N,Y,5,Y,Y,0.028,0.3,0.6,0.3,0.4,0.4,0.4,0.4,0.4,,10/20/21,91.3,10/23/21,17.9,0.8039,0.1961,NA,10/27/21,2,0.3577,923.3914,18.3093,3.589665608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,442,60,137,327,66,2014,0.79888429,320.1,58,0.003589666,1874,6.727033349,6.696969697
MN-16-2021,MN-16-2021,MN-16-21,MN-16,2021-07-29,NA,Mentasta,9/4/21,62.94958,-143.35984,2.086,M,0.026,3-F6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.996,2-D10,N,Y,5,Y,Y,0.01,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,10/29/21,63.3,11/3/21,14.2,0.7757,0.2243,NA,11/4/21,2,0.3685,923.3914,20.0502,4.497833175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,462,65,145,335,56,2086,1.486128069,320.1,26,0.004497833,1996,8.977675017,8.25
MN-17-2021,MN-17-2021,MN-17-21,MN-17,2021-07-29,NA,Mentasta,9/4/21,62.94958,-143.35984,1.92,M,0.038,3-E7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.792,2-D3,N,Y,5,Y,Y,0.018,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,10/29/21,69.2,11/3/21,14.1,0.7962,0.2038,NA,11/4/21,4,0.3048,923.3249,19.9715,4.069337428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,439,58,144,328,60,1920,0.951665204,320.1,38,0.004069337,1792,7.292252671,7.316666667
MN-18-2021,MN-18-2021,MN-18-21,MN-18,2021-07-29,NA,Mentasta,9/4/21,62.94958,-143.35984,2.976,M,0.09,3-F7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.796,2-D11,N,Y,5,Y,Y,0.044,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,,10/29/21,98.2,11/3/21,21.1,0.7851,0.2149,NA,11/4/21,2,0.2349,923.3914,20.8578,4.481665784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,483,83,179,403,71,2976,3.774003288,320.1,90,0.004481666,2796,12.53073753,6.802816901
MN-19-2021,MN-19-2021,MN-19-21,MN-19,2021-07-29,NA,Mentasta,9/4/21,62.94958,-143.35984,2.444,M,0.054,3-F4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2-D8,N,Y,5,Y,Y,0.028,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,10/29/21,41.7,11/3/21,17.5,0.5803,0.4197,NA,11/4/21,4,0.3086,923.3249,19.2627,8.083866906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2021,Slana,457,69,171,374,55,2444,2.675396405,320.1,54,0.008083867,2300,18.59289388,8.309090909
TN-2-2021,TN-2-2021,TN-2-21,TN-2,2021-08-04,NA,Tanada,9/3/21,62.45133,-143.382153,2.188,M,0.044,3-E4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.076,2-C12,N,Y,5,Y,Y,0.022,0.7,0.7,0.7,0.6,0.7,0.8,0.6,0.8,,10/29/21,103.4,11/3/21,29.5,0.7147,0.2853,NA,11/4/21,2,0.2753,923.3914,23.5586,6.721264023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,TanadaCopperLakes,475,62,121,299,70,2188,0.536088115,419,44,0.006721264,2076,13.95334411,6.785714286
TN-4-2021,TN-4-2021,TN-4-21,TN-4,2021-08-04,NA,Tanada,9/4/21,62.45133,-143.382153,2.154,M,0.046,3-F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,2-D6,N,Y,5,Y,Y,0.022,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.8,,10/29/21,75.6,11/3/21,20,0.7354,0.2646,NA,11/4/21,2,0.308,923.3914,22.3277,5.906798942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,TanadaCopperLakes,467,48,135,307,65,2154,0.893732435,419,46,0.005906799,2030,11.99080185,7.184615385
TN-6-2021,TN-6-2021,TN-6-21,TN-6,2021-08-04,NA,Tanada,9/3/21,62.45133,-143.382153,1.952,M,0.054,3-C4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.832,2-B8,N,Y,5,Y,Y,0.03,1.1,0.9,1,1.5,1.3,1.3,1.2,1.2,,10/29/21,130.8,11/3/21,34.5,0.7362,0.2638,NA,11/4/21,2,0.3424,923.3914,22.2467,5.867822248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,TanadaCopperLakes,470,62,127,309,66,1952,0.757315284,419,54,0.005867822,1832,10.74985036,7.121212121
TN-7-2021,TN-7-2021,TN-7-21,TN-7,2021-08-04,NA,Tanada,9/3/21,62.45133,-143.382153,2.817,M,0.036,3-E5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.686,2-D1,N,Y,5,Y,Y,0.02,0.6,0.6,0.7,0.6,0.9,0.6,1,0.6,,10/29/21,120.2,11/3/21,30.4,0.7471,0.2529,NA,11/4/21,2,0.2514,923.3914,22.0219,5.569598669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,TanadaCopperLakes,505,80,145,339,70,2817,2.302052128,419,36,0.005569599,2686,14.95994202,7.214285714
TN-10-2021,TN-10-2021,TN-10-21,TN-10,2021-08-04,NA,Tanada,9/5/21,62.45133,-143.382153,1.984,M,0.052,4-D8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,2-G8,N,Y,5,Y,Y,0.026,1.6,0.7,0.8,0.7,0.8,0.7,1,0.7,,10/29/21,111.4,11/3/21,27.8,0.7504,0.2496,NA,11/4/21,2,0.3018,922.7887,23.4456,5.85087684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2021,TanadaCopperLakes,471,69,123,288,62,1984,0.360105574,419,52,0.005850877,1860,10.88263092,7.596774194
